channel,id,name,alt_names,is_main,broadcast_area,timezones,languages,format
24Horas.es,HEVC,HEVC,,FALSE,c/ES;c/EH;c/GQ;r/HISPAM,Europe/Madrid,spa,1080p
24Horas.es,SD,SD,,TRUE,c/ES,Europe/Madrid,spa,576i
24HorasCanarias.es,SD,SD,,TRUE,s/ES-CN,Europe/Madrid,spa,576i
24HorasCatalunya.es,SD,SD,,TRUE,s/ES-CT,Europe/Madrid,cat;spa,576i
24HorasInternacional.es,SD,SD,,TRUE,c/ES;r/WW,Europe/Madrid,spa,576i
24HourFreeMovies.us,SD,SD,,TRUE,c/US,America/New_York,eng,480i
24Kanal.ua,SD,SD,,TRUE,c/UA,Europe/Kyiv,ukr,576i
24Kitchen.us,Bulgary,Bulgary,,FALSE,c/BG,Europe/Sofia,bul,1080p
24Kitchen.us,Croatia,Croatia,,FALSE,c/HR,Europe/Zagreb,eng;hrv,1080p
24Kitchen.us,Netherlands,Netherlands,,TRUE,c/NL,Europe/Amsterdam,nld,1080p
24Kitchen.us,Portugal,Portugal,,FALSE,c/PT;c/MZ;c/AO;c/CV,Europe/Lisbon,por,1080p
24Kitchen.us,Serbia,Serbia,,FALSE,c/RS,Europe/Belgrade,srp;eng,1080p
24Kitchen.us,Slovenia,Slovenia,,FALSE,c/SI,Europe/Ljubljana,slv,1080p
24Kitchen.us,Turkiye,Turkiye,,FALSE,c/TR,Europe/Istanbul,tur,1080p
24KZ.kz,SD,SD,,TRUE,c/KZ,Asia/Almaty,kaz;rus,576i
24MixTeleshop.ro,HD,HD,,FALSE,c/RO,Europe/Bucharest,ron,1080i
24MixTeleshop.ro,SD,SD,,TRUE,c/RO,Europe/Bucharest,ron,576i
24News.in,SD,SD,,TRUE,c/IN,Asia/Kolkata,mal,576i
24NewsHD.pk,SD,SD,,TRUE,c/PK,Asia/Karachi,urd,576i
24TV.tr,SD,SD,,TRUE,c/TR,Europe/Istanbul,tur,576i
24x7LiveHolyMass.us,SD,SD,,TRUE,c/US,America/New_York,eng,480i
25TV.es,SD,SD,,TRUE,s/ES-CT,Europe/Madrid,cat,576i
284Media.vg,SD,SD,,TRUE,c/VG,America/Tortola,eng,576i
28kanala.es,SD,SD,,TRUE,c/ES,Europe/Madrid,eus,576i
2ATV.sn,SD,SD,,TRUE,c/SN,Africa/Dakar,fra,576i
2EFTV.ci,SD,SD,,TRUE,c/CI,Africa/Abidjan,fra,576i
2GB.au,SD,SD,,TRUE,c/AU,Australia/Sydney,eng,576i
2M.ma,SD,SD,,TRUE,c/MA,Africa/Casablanca,ara,576i
2MMENA.ma,SD,SD,,TRUE,r/MENA,Africa/Casablanca,ara,576i
2MMonde.ma,HD,HD,,FALSE,c/MA,Africa/Casablanca,ara;fra,1080i
2MMonde.ma,Plus1,+1,,FALSE,c/MA,Africa/Casablanca,ara;fra,1080i
2MMonde.ma,SD,SD,,TRUE,c/MA,Africa/Casablanca,ara;fra,576i
2Plus2.ua,SD,SD,,TRUE,c/UA,Europe/Kyiv,ukr,576i
2Plus2Marathon.ua,SD,SD,,TRUE,c/UA,Europe/Kyiv,ukr,576i
2STV.sn,SD,SD,,TRUE,c/SN,Africa/Dakar,fra;wol;fuc,576i
2TV.ge,SD,SD,,TRUE,c/GE,Asia/Tbilisi,kat,576i
2TV.lt,SD,SD,,TRUE,c/LT,Europe/Vilnius,lit,576i
2x2.pl,SD,SD,,TRUE,c/PL,Europe/Warsaw,pol,576i
2x2.ru,SD,SD,,TRUE,c/RU,Europe/Moscow,rus,576i
30ADarcizzleOffshore.us,SD,SD,,TRUE,c/US,America/New_York,eng,480i
30AGeorgiaHollywoodReview.us,SD,SD,,TRUE,c/US,America/New_York,eng,480i
30AGolfKingdom.us,SD,SD,,TRUE,c/US,America/New_York,eng,480i
30AInvestmentPitch.us,SD,SD,,TRUE,c/US,America/New_York,eng,480i
30ALionelNation.us,SD,SD,,TRUE,c/US,America/New_York,eng,480i
30ALoomeredTV.us,SD,SD,,TRUE,c/US,America/New_York,eng,480i
30ALuxeLifeDiscovered.us,SD,SD,,TRUE,c/US,America/New_York,eng,480i
30AMusic.us,SD,SD,,TRUE,c/US,America/New_York,eng,480i
30ANothingScripted.us,SD,SD,,TRUE,c/US,America/New_York,eng,480i
30ARidiculousTV.us,SD,SD,,TRUE,c/US,America/New_York,eng,480i
30ASidewalks.us,SD,SD,,TRUE,c/US,America/New_York,eng,480i
30ATelevisionChannel.us,SD,SD,,TRUE,c/US,America/New_York,eng,480i
30ATheBeachShow.us,SD,SD,,TRUE,c/US,America/New_York,eng,480i
30ATVClassicMovies.us,SD,SD,,TRUE,c/US,America/New_York,eng,480i
30AWeLoveCars.us,SD,SD,,TRUE,c/US,America/New_York,eng,480i
312Kino.kg,SD,SD,,TRUE,c/KG,Asia/Bishkek,rus;kir,576i
312Muzyka.kg,SD,SD,,TRUE,c/KG,Asia/Bishkek,rus;kir,576i
312TV.kg,SD,SD,,TRUE,c/KG,Asia/Bishkek,rus;kir,576i
313Digital.sn,SD,SD,,TRUE,c/SN,Africa/Dakar,fra,576i
31Kanal.kz,SD,SD,,TRUE,c/KZ,Asia/Almaty,kaz,576i
33TV.uy,SD,SD,,TRUE,c/UY,America/Montevideo,spa,576i
34100TV.gr,SD,SD,,TRUE,c/GR,Europe/Athens,ell,576i
359TV.bg,SD,SD,,TRUE,c/BG,Europe/Sofia,bul,576i
360.ru,HD,HD,,FALSE,c/RU,Europe/Moscow,rus,1080i
360.ru,SD,SD,,TRUE,c/RU,Europe/Moscow,rus,576i
360.tr,SD,SD,,TRUE,c/TR,Europe/Istanbul,tur,576i
360AfricaTV.ss,SD,SD,,TRUE,c/SS,Africa/Juba,eng;pga,576i
360News.ru,SD,SD,,TRUE,c/RU,Europe/Moscow,rus,576i
360RFTV.cr,SD,SD,,TRUE,c/CR,America/Costa_Rica,spa,576i
360TuneBox.nl,SD,SD,,TRUE,c/NL,Europe/Amsterdam,eng,576i
360TV.ar,SD,SD,,TRUE,ct/ARBUE,America/Argentina/Buenos_Aires,spa,576i
360TV.lv,SD,SD,,TRUE,c/LV,Europe/Riga,lav,576i
363TV.tr,SD,SD,,TRUE,c/TR,Europe/Istanbul,tur,576i
365BLK.us,SD,SD,,TRUE,c/US,America/New_York,eng,480i
365daysTV.ru,HD,HD,,FALSE,c/RU,Europe/Moscow,rus,1080i
365daysTV.ru,SD,SD,,TRUE,c/RU,Europe/Moscow,rus,576i
365TV.tr,SD,SD,,TRUE,c/TR,Europe/Istanbul,tur,576i
366TV.ua,SD,SD,,TRUE,c/UA,Europe/Kyiv,ukr,576i
38TV.cl,SD,SD,,TRUE,ct/CLSCL,America/Santiago,spa,480i
3ABNCanada.ca,SD,SD,,TRUE,c/CA,America/Toronto,eng,480i
3ABNEnglish.us,SD,SD,,TRUE,c/US,America/New_York,eng,480i
3ABNFrench.us,SD,SD,,TRUE,c/US,America/New_York,fra,480i
3ABNGhana.gh,SD,SD,,TRUE,c/GH,Africa/Accra,eng,576i
3ABNInternational.us,SD,SD,,TRUE,r/AMER;r/EMEA;r/APAC,America/New_York,eng,480i
3ABNKids.us,SD,SD,,TRUE,c/US,America/New_York,eng,480i
3ABNLatino.us,SD,SD,,TRUE,c/US,America/New_York,spa,480i
3ABNPraiseHimMusicNetwork.us,SD,SD,,TRUE,c/US,America/New_York,eng,480i
3ABNProclaimNetwork.us,SD,SD,,TRUE,c/US,America/New_York,eng,480i
3ABNRussia.ru,SD,SD,,TRUE,c/RU,Europe/Moscow,rus,576i
3ABNTrinidadTobago.tt,SD,SD,,TRUE,c/TT,America/Port_of_Spain,eng,576i
3ABNTVUganda.ug,SD,SD,,TRUE,c/UG,Africa/Kampala,eng,576i
3AW.au,SD,SD,,TRUE,c/AU,Australia/Melbourne,eng,576i
3CatCameresdeltemps.es,SD,SD,,TRUE,s/ES-CT,Europe/Madrid,cat,576i
3CatElbunquer.es,SD,SD,,TRUE,s/ES-CT,Europe/Madrid,cat,576i
3CatExclusiu1.es,SD,SD,,TRUE,s/ES-CT,Europe/Madrid,cat,576i
3CatExclusiu2.es,SD,SD,,TRUE,s/ES-CT,Europe/Madrid,cat,576i
3CatExclusiu3.es,SD,SD,,TRUE,s/ES-CT,Europe/Madrid,cat,576i
3CatInfo.es,SD,SD,,TRUE,c/ES;c/AD,Europe/Madrid,cat,576i
3CatPlatsbruts.es,SD,SD,,TRUE,s/ES-CT,Europe/Madrid,cat,576i
3eeshAlAanTV.ae,SD,SD,,TRUE,r/ARAB,Asia/Dubai,ara,576i
3HD.th,SD,SD,,TRUE,c/TH,Asia/Bangkok,tha;eng,576i
3Ktv.zw,SD,SD,,TRUE,c/ZW,Africa/Harare,eng,576i
3MusicTV.gh,SD,SD,,TRUE,c/GH,Africa/Accra,eng,576i
3Plus.al,SD,SD,,TRUE,c/AL,Europe/Tirane,sqi,576i
3Plus.ch,SD,SD,,TRUE,c/CH,Europe/Zurich,deu,576i
3rdTV.gh,SD,SD,,TRUE,c/GH,Africa/Accra,eng,576i
3sat.de,HD,HD,,FALSE,c/DE;c/AT;c/CH,Europe/Berlin,deu,1080i
3sat.de,SD,SD,,TRUE,c/DE;c/AT;c/CH,Europe/Berlin,deu,576i
3Sport.af,SD,SD,,TRUE,c/AF,Asia/Kabul,pus,576i
3StonesTV.ke,SD,SD,,TRUE,c/KE,Africa/Nairobi,eng;kik;swa,576i
3TamilTV.au,SD,SD,,TRUE,c/IN,Australia/Sydney,tam,576i
3TV.bf,SD,SD,,TRUE,c/BF,Africa/Ouagadougou,fra,576i
3yoonTV.eg,SD,SD,,TRUE,c/EG,Africa/Cairo,ara,576i
4050Channel.th,SD,SD,,TRUE,c/TH,Asia/Bangkok,tha,576i
40Plus.uk,SD,SD,,TRUE,c/UK,America/Toronto,eng,576i
45TV.hn,SD,SD,,TRUE,c/HN,America/Tegucigalpa,spa,480i
48Hours.us,SD,SD,,TRUE,c/US,America/New_York,eng,480i
48NewsUK.pk,SD,SD,,TRUE,c/PK,America/Toronto,eng,576i
4Afghanistan.fr,SD,SD,,TRUE,c/AF,Asia/Kabul,pus;prd,576i
4BC.au,SD,SD,,TRUE,c/AU,Australia/Brisbane,eng,576i
4DmasNoticiasTV.py,SD,SD,,TRUE,c/PY,America/Asuncion,spa,576i
4E.gr,SD,SD,,TRUE,c/GR;s/GR-B,Europe/Athens,ell,576i
4Edu.mm,SD,SD,,TRUE,c/MM,Asia/Yangon,mya,480i
4everCinema.ua,SD,SD,,TRUE,c/UA,Europe/Kyiv,ukr,576i
4everDrama.ua,SD,SD,,TRUE,c/UA,Europe/Kyiv,ukr,576i
4everMusic.ua,SD,SD,,TRUE,c/UA,Europe/Kyiv,ukr,576i
4everTheater.ua,SD,SD,,TRUE,c/UA,Europe/Kyiv,ukr,576i
4EylulTV.tr,SD,SD,,TRUE,c/TR,Europe/Istanbul,tur,576i
4FunDance.pl,SD,SD,,TRUE,c/PL,Europe/Warsaw,pol,576i
4FunKids.pl,SD,SD,,TRUE,c/PL,Europe/Warsaw,pol,576i
4FunTV.pl,SD,SD,,TRUE,c/PL,Europe/Warsaw,pol,576i
4KHERiTAGE.us,SD,SD,,TRUE,c/US,America/New_York,eng;fra,480i
4KidsTV.dz,SD,SD,,TRUE,c/DZ,Africa/Algiers,ara;fra;eng,576i
4KUniverse.us,SD,SD,,TRUE,c/US,America/Santiago,eng,480i
4Kurd.fr,SD,SD,,TRUE,c/IR,Europe/Paris,kur;fas,576i
4Music.fr,SD,SD,,TRUE,c/IR,Asia/Tehran,fas,720p
4Music.uk,SD,SD,,TRUE,c/UK,America/Toronto,eng,576i
4Plus.ch,SD,SD,,TRUE,c/CH,Europe/Zurich,deu,576i
4seven.uk,HD,HD,,FALSE,c/UK,America/Toronto,eng,1080i
4seven.uk,SD,SD,,TRUE,c/UK,America/Toronto,eng,576i
4SightNews.in,SD,SD,,TRUE,c/IN,Asia/Kolkata,tel,576i
4Sports.fr,SD,SD,,TRUE,c/IR,Asia/Tehran,fas,576i
4SyteTV.gh,SD,SD,,TRUE,c/GH,Africa/Accra,eng,576i
4TCI.tc,SD,SD,,TRUE,c/TC,America/Grand_Turk,eng,576i
4Turk.fr,SD,SD,,TRUE,c/IR,Europe/Paris,fas,576i
4TVNews.in,SD,SD,,TRUE,c/IN,Asia/Kolkata,urd,576i
4UTV.tr,SD,SD,,TRUE,c/TR;c/IR,Europe/Istanbul,fas,576i
504TV.hn,SD,SD,,TRUE,c/HN,America/Tegucigalpa,spa,480i
50Canale.it,SD,SD,,TRUE,c/IT,Europe/Rome,ita,576i
51RadioTV.it,SD,SD,,TRUE,c/IT,Europe/Rome,ita,576i
54UnityTV.th,SD,SD,,TRUE,c/TH,Asia/Bangkok,tha,576i
555.ru,SD,SD,,TRUE,s/UA-43,Europe/Moscow,rus,576i
5AABTV.ca,SD,SD,,TRUE,c/CA,America/Toronto,pan,480i
5Action.uk,HD,HD,,FALSE,c/UK,America/Toronto,eng,1080i
5Action.uk,SD,SD,,TRUE,c/UK,America/Toronto,eng,576i
5BuildingBritain.us,UK,UK,,TRUE,c/UK,Pacific/Auckland,eng,576i
5Cops.us,UK,UK,,TRUE,c/UK,Pacific/Auckland,eng,576i
5CruisingwithJaneMcDonald.us,UK,UK,,TRUE,c/UK,Pacific/Auckland,eng,576i
5DestinationBritain.us,UK,UK,,TRUE,c/UK,Pacific/Auckland,eng,576i
5DiasTV.py,SD,SD,,TRUE,c/PY,America/Asuncion,spa,576i
5Gold.il,SD,SD,,TRUE,c/IL,Asia/Jerusalem,heb,576i
5GPs.us,UK,UK,,TRUE,c/UK,Pacific/Auckland,eng,576i
5Kanal.kz,SD,SD,,TRUE,c/KZ,Asia/Almaty,kaz;rus,576i
5Live.il,SD,SD,,TRUE,c/IL,Asia/Jerusalem,heb,576i
5Plus.ch,SD,SD,,TRUE,c/CH,Europe/Zurich,deu,576i
5Plus.il,SD,SD,,TRUE,c/IL,Asia/Jerusalem,heb,576i
5Plus.mm,SD,SD,,TRUE,c/MM,Asia/Yangon,mya,480i
5SELECT.uk,SD,SD,,TRUE,c/UK,America/Toronto,eng,576i
5Sport.il,SD,SD,,TRUE,c/IL,Asia/Jerusalem,heb,576i
5Sport4K.il,SD,SD,,TRUE,c/IL,Asia/Jerusalem,heb,576i
5STAR.uk,Plus1,+1,,FALSE,c/UK,Europe/London,eng,576i
5STAR.uk,SD,SD,,TRUE,c/UK,Europe/London,eng,576i
5StarMax.us,East,East,,TRUE,c/US,America/New_York,eng,480i
5StarMax.us,West,West,,FALSE,c/US,America/Los_Angeles,eng,480i
5Stars.il,SD,SD,,TRUE,c/IL,Africa/Johannesburg,heb,576i
5Thukhuma.mm,SD,SD,,TRUE,c/MM,Asia/Yangon,mya,480i
5Thukhuma2.mm,SD,SD,,TRUE,c/MM,Asia/Yangon,mya,480i
5TV.am,SD,SD,,TRUE,c/AM,Asia/Yerevan,hye,576i
5tv.ar,SD,SD,,TRUE,c/AR,America/Argentina/Cordoba,spa,576i
5TVOlavarria.ar,SD,SD,,TRUE,c/AR,America/Argentina/Buenos_Aires,spa,576i
5USA.uk,Plus1,+1,,FALSE,c/UK,America/Toronto,eng,576i
5USA.uk,SD,SD,,TRUE,c/UK,America/Toronto,eng,576i
6eren.dk,SD,SD,,TRUE,c/DK,Europe/Copenhagen,dan,576i
6Plus.ch,SD,SD,,TRUE,c/CH,Europe/Zurich,deu,576i
6PR.au,SD,SD,,TRUE,c/AU,Australia/Perth,eng,576i
6sotok.ua,SD,SD,,TRUE,c/UA,Europe/Kyiv,ukr,576i
6ter.fr,SD,SD,,TRUE,c/FR,Europe/Paris,fra,576i
6terSwitzerland.ch,SD,SD,,TRUE,c/CH,Europe/Zurich,fra,576i
6TV.mz,SD,SD,,TRUE,c/MZ,Africa/Maputo,por,576i
6TVBangla.in,SD,SD,,TRUE,c/IN,Asia/Kolkata,ben,576i
6TVGorlovka.ru,SD,SD,,TRUE,s/UA-14,Europe/Kyiv,rus;ukr,576i
6TVTelangana.in,SD,SD,,TRUE,c/IN,Asia/Kolkata,tel,576i
6TVTelugu.in,SD,SD,,TRUE,c/IN,Asia/Kolkata,tel,576i
6WiseTv.us,SD,SD,,TRUE,r/SOUTHAM,America/Detroit,spa,720p
7080TV.it,SD,SD,,TRUE,c/IT,Europe/Rome,ita,576i
70sCinema.us,SD,SD,,TRUE,c/US,America/New_York,eng,480i
77CableAccess.us,SD,SD,,TRUE,ct/USTNF,America/New_York,eng,480i
78.ru,SD,SD,,TRUE,s/RU-SPE,Europe/Moscow,rus,576i
78TV.bg,SD,SD,,TRUE,c/BG,Europe/Sofia,bul,576i
